Clean

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 81.82, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 84.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 86.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 88.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 89.47, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 90.48, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 90.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 91.30, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 91.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 92.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 92.31, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 92.59, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 92.86, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 93.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 93.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 93.55, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 93.75, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 93.94, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 94.12, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 94.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 91.67, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0037, acc: 91.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 89.47, label: ApplyEyeMakeup, predict: BenchPress
id: 0039, acc: 87.18, label: ApplyEyeMakeup, predict: Haircut
id: 0040, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 87.80, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 88.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 88.37, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0044, acc: 88.64, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0045, acc: 88.89, label: ApplyLipstick, predict: ApplyLipstick
id: 0046, acc: 89.13, label: ApplyLipstick, predict: ApplyLipstick
id: 0047, acc: 89.36, label: ApplyLipstick, predict: ApplyLipstick
id: 0048, acc: 89.58, label: ApplyLipstick, predict: ApplyLipstick
id: 0049, acc: 89.80, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 90.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0051, acc: 90.20, label: ApplyLipstick, predict: ApplyLipstick
id: 0052, acc: 90.38, label: ApplyLipstick, predict: ApplyLipstick
id: 0053, acc: 90.57, label: ApplyLipstick, predict: ApplyLipstick
id: 0054, acc: 90.74, label: ApplyLipstick, predict: ApplyLipstick
id: 0055, acc: 90.91, label: ApplyLipstick, predict: ApplyLipstick
id: 0056, acc: 89.29, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 87.72, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 87.93, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 88.14, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 88.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 88.52, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 88.71, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 88.89, label: ApplyLipstick, predict: ApplyLipstick
id: 0064, acc: 89.06, label: ApplyLipstick, predict: ApplyLipstick
id: 0065, acc: 89.23, label: ApplyLipstick, predict: ApplyLipstick
id: 0066, acc: 89.39, label: ApplyLipstick, predict: ApplyLipstick
id: 0067, acc: 89.55, label: ApplyLipstick, predict: ApplyLipstick
id: 0068, acc: 89.71, label: ApplyLipstick, predict: ApplyLipstick
id: 0069, acc: 89.86, label: ApplyLipstick, predict: ApplyLipstick
id: 0070, acc: 90.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0071, acc: 90.14, label: ApplyLipstick, predict: ApplyLipstick
id: 0072, acc: 90.28, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 90.41, label: ApplyLipstick, predict: ApplyLipstick
id: 0074, acc: 90.54, label: ApplyLipstick, predict: ApplyLipstick
id: 0075, acc: 90.67, label: ApplyLipstick, predict: ApplyLipstick
id: 0076, acc: 90.79, label: ApplyLipstick, predict: ApplyLipstick
id: 0077, acc: 90.91, label: Archery, predict: Archery
id: 0078, acc: 89.74, label: Archery, predict: PlayingViolin
id: 0079, acc: 89.87, label: Archery, predict: Archery
id: 0080, acc: 90.00, label: Archery, predict: Archery
id: 0081, acc: 88.89, label: Archery, predict: Nunchucks
id: 0082, acc: 87.80, label: Archery, predict: MilitaryParade
id: 0083, acc: 87.95, label: Archery, predict: Archery
id: 0084, acc: 88.10, label: Archery, predict: Archery
id: 0085, acc: 88.24, label: Archery, predict: Archery
id: 0086, acc: 88.37, label: Archery, predict: Archery
id: 0087, acc: 88.51, label: Archery, predict: Archery
id: 0088, acc: 88.64, label: Archery, predict: Archery
id: 0089, acc: 88.76, label: Archery, predict: Archery
id: 0090, acc: 88.89, label: Archery, predict: Archery
id: 0091, acc: 87.91, label: Archery, predict: GolfSwing
id: 0092, acc: 88.04, label: Archery, predict: Archery
id: 0093, acc: 87.10, label: Archery, predict: RockClimbingIndoor
id: 0094, acc: 86.17, label: Archery, predict: ParallelBars
id: 0095, acc: 86.32, label: Archery, predict: Archery
id: 0096, acc: 86.46, label: Archery, predict: Archery
id: 0097, acc: 86.60, label: Archery, predict: Archery
id: 0098, acc: 86.73, label: Archery, predict: Archery
id: 0099, acc: 86.87, label: Archery, predict: Archery
id: 0100, acc: 87.00, label: Archery, predict: Archery
id: 0101, acc: 87.13, label: Archery, predict: Archery
id: 0102, acc: 87.25, label: Archery, predict: Archery
id: 0103, acc: 87.38, label: Archery, predict: Archery
id: 0104, acc: 87.50, label: Archery, predict: Archery
id: 0105, acc: 87.62, label: Archery, predict: Archery
id: 0106, acc: 86.79, label: Archery, predict: YoYo
id: 0107, acc: 85.98, label: Archery, predict: Haircut
id: 0108, acc: 85.19, label: Archery, predict: YoYo
id: 0109, acc: 84.40, label: Archery, predict: Haircut
id: 0110, acc: 83.64, label: Archery, predict: PlayingViolin
id: 0111, acc: 82.88, label: Archery, predict: YoYo
id: 0112, acc: 83.04, label: Archery, predict: Archery
id: 0113, acc: 83.19, label: Archery, predict: Archery
id: 0114, acc: 83.33, label: Archery, predict: Archery
id: 0115, acc: 83.48, label: Archery, predict: Archery
