ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: HeadMassage
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 16.67, label: ApplyEyeMakeup, predict: Haircut
id: 0007, acc: 14.29, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0008, acc: 12.50, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0009, acc: 22.22, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 20.00, label: ApplyEyeMakeup, predict: BenchPress
id: 0011, acc: 18.18, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 16.67, label: ApplyEyeMakeup, predict: Mixing
id: 0013, acc: 23.08, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 28.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 31.25, label: ApplyEyeMakeup, predict: Mixing
id: 0017, acc: 29.41, label: ApplyEyeMakeup, predict: WritingOnBoard
id: 0018, acc: 27.78, label: ApplyEyeMakeup, predict: Mixing
id: 0019, acc: 26.32, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0020, acc: 25.00, label: ApplyEyeMakeup, predict: Mixing
id: 0021, acc: 23.81, label: ApplyEyeMakeup, predict: Haircut
id: 0022, acc: 27.27, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 26.09, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0024, acc: 25.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0025, acc: 24.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0026, acc: 23.08, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0027, acc: 22.22, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0028, acc: 21.43, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0029, acc: 20.69, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0030, acc: 20.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0031, acc: 19.35, label: ApplyEyeMakeup, predict: MoppingFloor
id: 0032, acc: 18.75, label: ApplyEyeMakeup, predict: Kayaking
id: 0033, acc: 18.18, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0034, acc: 17.65, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0035, acc: 17.14, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0036, acc: 16.67, label: ApplyEyeMakeup, predict: Kayaking
id: 0037, acc: 16.22, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0038, acc: 15.79, label: ApplyEyeMakeup, predict: BenchPress
id: 0039, acc: 15.38, label: ApplyEyeMakeup, predict: BenchPress
id: 0040, acc: 15.00, label: ApplyEyeMakeup, predict: Mixing
id: 0041, acc: 14.63, label: ApplyEyeMakeup, predict: Mixing
id: 0042, acc: 14.29, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0043, acc: 13.95, label: ApplyEyeMakeup, predict: Typing
id: 0044, acc: 13.64, label: ApplyEyeMakeup, predict: Knitting
id: 0045, acc: 13.33, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 13.04, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 12.77, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 12.50, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 12.24, label: ApplyLipstick, predict: ShavingBeard
id: 0050, acc: 12.00, label: ApplyLipstick, predict: JugglingBalls
id: 0051, acc: 11.76, label: ApplyLipstick, predict: JugglingBalls
id: 0052, acc: 11.54, label: ApplyLipstick, predict: Mixing
id: 0053, acc: 11.32, label: ApplyLipstick, predict: Mixing
id: 0054, acc: 11.11, label: ApplyLipstick, predict: RopeClimbing
id: 0055, acc: 10.91, label: ApplyLipstick, predict: RopeClimbing
id: 0056, acc: 10.71, label: ApplyLipstick, predict: RopeClimbing
id: 0057, acc: 10.53, label: ApplyLipstick, predict: HeadMassage
id: 0058, acc: 10.34, label: ApplyLipstick, predict: ShavingBeard
id: 0059, acc: 10.17, label: ApplyLipstick, predict: HandstandWalking
id: 0060, acc: 10.00, label: ApplyLipstick, predict: HandstandWalking
id: 0061, acc: 9.84, label: ApplyLipstick, predict: Bowling
id: 0062, acc: 9.68, label: ApplyLipstick, predict: MoppingFloor
id: 0063, acc: 9.52, label: ApplyLipstick, predict: BabyCrawling
id: 0064, acc: 9.38, label: ApplyLipstick, predict: ShavingBeard
id: 0065, acc: 9.23, label: ApplyLipstick, predict: HandstandWalking
id: 0066, acc: 9.09, label: ApplyLipstick, predict: PizzaTossing
id: 0067, acc: 8.96, label: ApplyLipstick, predict: MoppingFloor
id: 0068, acc: 8.82, label: ApplyLipstick, predict: JugglingBalls
id: 0069, acc: 8.70, label: ApplyLipstick, predict: JugglingBalls
id: 0070, acc: 8.57, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0071, acc: 8.45, label: ApplyLipstick, predict: JugglingBalls
id: 0072, acc: 8.33, label: ApplyLipstick, predict: ShavingBeard
id: 0073, acc: 8.22, label: ApplyLipstick, predict: BlowingCandles
id: 0074, acc: 8.11, label: ApplyLipstick, predict: Mixing
id: 0075, acc: 8.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0076, acc: 7.89, label: ApplyLipstick, predict: Mixing
id: 0077, acc: 7.79, label: Archery, predict: Hammering
id: 0078, acc: 7.69, label: Archery, predict: StillRings
id: 0079, acc: 7.59, label: Archery, predict: GolfSwing
id: 0080, acc: 7.50, label: Archery, predict: Hammering
id: 0081, acc: 7.41, label: Archery, predict: Rowing
id: 0082, acc: 7.32, label: Archery, predict: Rowing
id: 0083, acc: 7.23, label: Archery, predict: Hammering
id: 0084, acc: 7.14, label: Archery, predict: HeadMassage
id: 0085, acc: 7.06, label: Archery, predict: HeadMassage
id: 0086, acc: 6.98, label: Archery, predict: Lunges
id: 0087, acc: 6.90, label: Archery, predict: HeadMassage
id: 0088, acc: 6.82, label: Archery, predict: HeadMassage
id: 0089, acc: 6.74, label: Archery, predict: Hammering
id: 0090, acc: 6.67, label: Archery, predict: Lunges
id: 0091, acc: 6.59, label: Archery, predict: Skijet
id: 0092, acc: 7.61, label: Archery, predict: Archery
id: 0093, acc: 7.53, label: Archery, predict: RockClimbingIndoor
id: 0094, acc: 7.45, label: Archery, predict: BlowingCandles
id: 0095, acc: 7.37, label: Archery, predict: RockClimbingIndoor
id: 0096, acc: 7.29, label: Archery, predict: Lunges
id: 0097, acc: 7.22, label: Archery, predict: GolfSwing
id: 0098, acc: 7.14, label: Archery, predict: JugglingBalls
id: 0099, acc: 7.07, label: Archery, predict: JugglingBalls
