PGD

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: BasketballDunk
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: BasketballDunk
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: Mixing
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: JumpingJack
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingViolin
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
