ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0034, acc: 0.00, label: ApplyEyeMakeup, predict: HammerThrow
id: 0035, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0036, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0037, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0038, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0039, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0040, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0041, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0042, acc: 0.00, label: ApplyEyeMakeup, predict: UnevenBars
id: 0043, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0044, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
