Framing

Framing

Framing

Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: HeadMassage
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: HeadMassage
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 70.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0011, acc: 72.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 76.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 78.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 81.25, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 82.35, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 84.21, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 85.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 86.36, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 86.96, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 88.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 88.46, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 89.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 89.66, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 90.32, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 90.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 90.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 91.18, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 91.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 91.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 91.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 92.11, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 89.74, label: ApplyEyeMakeup, predict: Haircut
id: 0040, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 90.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 90.48, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 88.37, label: ApplyEyeMakeup, predict: Knitting
id: 0044, acc: 86.36, label: ApplyEyeMakeup, predict: Knitting
id: 0045, acc: 84.44, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0046, acc: 84.78, label: ApplyLipstick, predict: ApplyLipstick
id: 0047, acc: 82.98, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0048, acc: 83.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0049, acc: 83.67, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 84.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0051, acc: 84.31, label: ApplyLipstick, predict: ApplyLipstick
id: 0052, acc: 84.62, label: ApplyLipstick, predict: ApplyLipstick
id: 0053, acc: 84.91, label: ApplyLipstick, predict: ApplyLipstick
id: 0054, acc: 83.33, label: ApplyLipstick, predict: ShavingBeard
id: 0055, acc: 81.82, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 80.36, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 78.95, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 79.31, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 79.66, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 80.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 80.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 80.65, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 80.95, label: ApplyLipstick, predict: ApplyLipstick
id: 0064, acc: 79.69, label: ApplyLipstick, predict: BlowingCandles
id: 0065, acc: 78.46, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 77.27, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0067, acc: 77.61, label: ApplyLipstick, predict: ApplyLipstick
id: 0068, acc: 76.47, label: ApplyLipstick, predict: BrushingTeeth
id: 0069, acc: 76.81, label: ApplyLipstick, predict: ApplyLipstick
id: 0070, acc: 77.14, label: ApplyLipstick, predict: ApplyLipstick
id: 0071, acc: 77.46, label: ApplyLipstick, predict: ApplyLipstick
id: 0072, acc: 77.78, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 78.08, label: ApplyLipstick, predict: ApplyLipstick
