Clean

id: 0001, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0002, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0003, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0044, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0045, acc: 100.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0046, acc: 100.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0047, acc: 100.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0048, acc: 100.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0049, acc: 100.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 98.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0051, acc: 96.08, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0052, acc: 94.23, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0053, acc: 92.45, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0054, acc: 90.74, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 89.09, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 87.50, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 85.96, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 84.48, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0059, acc: 83.05, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0060, acc: 81.67, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0061, acc: 81.97, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 80.65, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0063, acc: 79.37, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0064, acc: 78.12, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0065, acc: 76.92, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 75.76, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0067, acc: 74.63, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0068, acc: 73.53, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0069, acc: 72.46, label: ApplyLipstick, predict: ApplyEyeMakeup
