PGD

id: 0001, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0002, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0003, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 92.31, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0014, acc: 85.71, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0015, acc: 80.00, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0016, acc: 75.00, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0017, acc: 70.59, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0018, acc: 72.22, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 73.68, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 70.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0021, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 72.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 73.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 72.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0026, acc: 73.08, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 74.07, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 75.86, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 76.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 77.42, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 78.12, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 78.79, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 79.41, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 80.56, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 81.08, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 81.58, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 82.05, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 80.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0041, acc: 78.05, label: ApplyLipstick, predict: BrushingTeeth
id: 0042, acc: 76.19, label: ApplyLipstick, predict: BrushingTeeth
id: 0043, acc: 74.42, label: ApplyLipstick, predict: BrushingTeeth
id: 0044, acc: 72.73, label: ApplyLipstick, predict: BrushingTeeth
id: 0045, acc: 71.11, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0046, acc: 69.57, label: ApplyLipstick, predict: PlayingFlute
id: 0047, acc: 68.09, label: ApplyLipstick, predict: PlayingFlute
id: 0048, acc: 68.75, label: ApplyLipstick, predict: ApplyLipstick
id: 0049, acc: 67.35, label: ApplyLipstick, predict: BrushingTeeth
id: 0050, acc: 66.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0051, acc: 64.71, label: ApplyLipstick, predict: BrushingTeeth
id: 0052, acc: 63.46, label: ApplyLipstick, predict: BrushingTeeth
id: 0053, acc: 62.26, label: ApplyLipstick, predict: BrushingTeeth
id: 0054, acc: 61.11, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 60.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 58.93, label: ApplyLipstick, predict: PlayingFlute
id: 0057, acc: 57.89, label: ApplyLipstick, predict: PlayingFlute
id: 0058, acc: 56.90, label: ApplyLipstick, predict: PlayingFlute
id: 0059, acc: 55.93, label: ApplyLipstick, predict: BrushingTeeth
id: 0060, acc: 55.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0061, acc: 54.10, label: ApplyLipstick, predict: BrushingTeeth
id: 0062, acc: 53.23, label: ApplyLipstick, predict: BrushingTeeth
id: 0063, acc: 52.38, label: ApplyLipstick, predict: BrushingTeeth
id: 0064, acc: 51.56, label: ApplyLipstick, predict: BrushingTeeth
id: 0065, acc: 50.77, label: ApplyLipstick, predict: BrushingTeeth
id: 0066, acc: 50.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0067, acc: 49.25, label: ApplyLipstick, predict: BrushingTeeth
id: 0068, acc: 48.53, label: ApplyLipstick, predict: BrushingTeeth
id: 0069, acc: 49.28, label: Archery, predict: Archery
id: 0070, acc: 50.00, label: Archery, predict: Archery
id: 0071, acc: 50.70, label: Archery, predict: Archery
id: 0072, acc: 51.39, label: Archery, predict: Archery
id: 0073, acc: 52.05, label: Archery, predict: Archery
