PGD

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: BodyWeightSquats
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: HandstandWalking
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: HandstandPushups
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: HandstandPushups
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0034, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0035, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0036, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0037, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0038, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0039, acc: 0.00, label: ApplyEyeMakeup, predict: CliffDiving
id: 0040, acc: 0.00, label: ApplyEyeMakeup, predict: CuttingInKitchen
id: 0041, acc: 0.00, label: ApplyEyeMakeup, predict: CuttingInKitchen
id: 0042, acc: 0.00, label: ApplyEyeMakeup, predict: HandstandWalking
id: 0043, acc: 0.00, label: ApplyEyeMakeup, predict: Knitting
id: 0044, acc: 0.00, label: ApplyEyeMakeup, predict: Knitting
id: 0045, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0050, acc: 0.00, label: ApplyLipstick, predict: CliffDiving
id: 0051, acc: 0.00, label: ApplyLipstick, predict: CliffDiving
id: 0052, acc: 0.00, label: ApplyLipstick, predict: CliffDiving
id: 0053, acc: 0.00, label: ApplyLipstick, predict: CliffDiving
id: 0054, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0055, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0056, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0057, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0058, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0059, acc: 0.00, label: ApplyLipstick, predict: PullUps
id: 0060, acc: 0.00, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0061, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0062, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0063, acc: 0.00, label: ApplyLipstick, predict: BlowingCandles
id: 0064, acc: 0.00, label: ApplyLipstick, predict: BlowingCandles
id: 0065, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0067, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0068, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0069, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0071, acc: 0.00, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0072, acc: 0.00, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0073, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0074, acc: 0.00, label: ApplyLipstick, predict: BlowingCandles
id: 0075, acc: 0.00, label: ApplyLipstick, predict: BlowingCandles
id: 0076, acc: 0.00, label: ApplyLipstick, predict: BlowingCandles
id: 0077, acc: 0.00, label: Archery, predict: PlayingSitar
id: 0078, acc: 0.00, label: Archery, predict: ThrowDiscus
id: 0079, acc: 0.00, label: Archery, predict: ThrowDiscus
id: 0080, acc: 0.00, label: Archery, predict: ThrowDiscus
id: 0081, acc: 0.00, label: Archery, predict: Knitting
id: 0082, acc: 0.00, label: Archery, predict: ThrowDiscus
id: 0083, acc: 0.00, label: Archery, predict: PlayingSitar
id: 0084, acc: 0.00, label: Archery, predict: Swing
id: 0085, acc: 0.00, label: Archery, predict: Swing
id: 0086, acc: 0.00, label: Archery, predict: Swing
id: 0087, acc: 0.00, label: Archery, predict: HandstandWalking
id: 0088, acc: 0.00, label: Archery, predict: Swing
id: 0089, acc: 0.00, label: Archery, predict: RopeClimbing
id: 0090, acc: 0.00, label: Archery, predict: Swing
id: 0091, acc: 0.00, label: Archery, predict: GolfSwing
id: 0092, acc: 0.00, label: Archery, predict: HandstandWalking
id: 0093, acc: 0.00, label: Archery, predict: WallPushups
id: 0094, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0095, acc: 0.00, label: Archery, predict: RopeClimbing
id: 0096, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0097, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0098, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0099, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0100, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0101, acc: 0.00, label: Archery, predict: PoleVault
id: 0102, acc: 0.00, label: Archery, predict: BoxingSpeedBag
id: 0103, acc: 0.00, label: Archery, predict: Punch
id: 0104, acc: 0.00, label: Archery, predict: HandstandWalking
id: 0105, acc: 0.00, label: Archery, predict: HandstandWalking
id: 0106, acc: 0.00, label: Archery, predict: Drumming
id: 0107, acc: 0.00, label: Archery, predict: Haircut
id: 0108, acc: 0.00, label: Archery, predict: Drumming
id: 0109, acc: 0.00, label: Archery, predict: Haircut
id: 0110, acc: 0.00, label: Archery, predict: Haircut
id: 0111, acc: 0.00, label: Archery, predict: Drumming
id: 0112, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0113, acc: 0.00, label: Archery, predict: PlayingViolin
id: 0114, acc: 0.00, label: Archery, predict: RopeClimbing
id: 0115, acc: 0.00, label: Archery, predict: WritingOnBoard
id: 0116, acc: 0.00, label: Archery, predict: HandstandPushups
id: 0117, acc: 0.00, label: Archery, predict: HandstandPushups
id: 0118, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0119, acc: 0.00, label: BabyCrawling, predict: PlayingDaf
id: 0120, acc: 0.00, label: BabyCrawling, predict: PushUps
id: 0121, acc: 0.00, label: BabyCrawling, predict: BoxingPunchingBag
id: 0122, acc: 0.00, label: BabyCrawling, predict: MoppingFloor
