One

One

One

One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 28.57, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0008, acc: 25.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0009, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 30.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0011, acc: 36.36, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 41.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 46.15, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 53.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 52.94, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 55.56, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 52.63, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0020, acc: 55.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 57.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 59.09, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 60.87, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 62.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 64.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 65.38, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 64.29, label: ApplyEyeMakeup, predict: Typing
id: 0029, acc: 65.52, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 63.33, label: ApplyEyeMakeup, predict: Typing
id: 0031, acc: 64.52, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 65.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 67.65, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 68.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 69.44, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 70.27, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 68.42, label: ApplyEyeMakeup, predict: BlowingCandles
