Namespace(arch='resnext-101', attack_iter=5, attack_type='one', batch_size=32, epsilon=255, exp_name='one_clean_150', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=150, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-22 17:59:51.809886

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: Mixing
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: Mixing
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: Mixing
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: Mixing
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0034, acc: 0.00, label: ApplyEyeMakeup, predict: PushUps
id: 0035, acc: 0.00, label: ApplyEyeMakeup, predict: PushUps
id: 0036, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0037, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0038, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0039, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0040, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0041, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0042, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0043, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
