Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, epsilon=4, exp_name='pgd_roa', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/roa_train/save_4.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/roa_train/save_4.pth

2020-02-22 12:55:11.487700

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: Drumming
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: Drumming
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: Drumming
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: Basketball
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingCello
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0030, acc: 3.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 3.23, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0032, acc: 3.12, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0033, acc: 3.03, label: ApplyEyeMakeup, predict: HeadMassage
id: 0034, acc: 2.94, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0035, acc: 2.86, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0036, acc: 2.78, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0037, acc: 2.70, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0038, acc: 2.63, label: ApplyEyeMakeup, predict: Haircut
id: 0039, acc: 2.56, label: ApplyEyeMakeup, predict: Haircut
id: 0040, acc: 5.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 4.88, label: ApplyEyeMakeup, predict: Basketball
id: 0042, acc: 4.76, label: ApplyEyeMakeup, predict: Basketball
id: 0043, acc: 4.65, label: ApplyEyeMakeup, predict: Haircut
id: 0044, acc: 4.55, label: ApplyEyeMakeup, predict: Haircut
id: 0045, acc: 4.44, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 4.35, label: ApplyLipstick, predict: BrushingTeeth
id: 0047, acc: 4.26, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 4.17, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 4.08, label: ApplyLipstick, predict: BrushingTeeth
id: 0050, acc: 4.00, label: ApplyLipstick, predict: ShavingBeard
id: 0051, acc: 3.92, label: ApplyLipstick, predict: ShavingBeard
id: 0052, acc: 3.85, label: ApplyLipstick, predict: ShavingBeard
id: 0053, acc: 3.77, label: ApplyLipstick, predict: ShavingBeard
id: 0054, acc: 3.70, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 3.64, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 3.57, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 3.51, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 3.45, label: ApplyLipstick, predict: ShavingBeard
id: 0059, acc: 3.39, label: ApplyLipstick, predict: BlowDryHair
id: 0060, acc: 3.33, label: ApplyLipstick, predict: PlayingFlute
id: 0061, acc: 3.28, label: ApplyLipstick, predict: PlayingFlute
id: 0062, acc: 3.23, label: ApplyLipstick, predict: Basketball
id: 0063, acc: 3.17, label: ApplyLipstick, predict: BlowDryHair
id: 0064, acc: 3.12, label: ApplyLipstick, predict: ShavingBeard
id: 0065, acc: 3.08, label: ApplyLipstick, predict: ShavingBeard
id: 0066, acc: 3.03, label: ApplyLipstick, predict: ShavingBeard
id: 0067, acc: 2.99, label: ApplyLipstick, predict: ShavingBeard
id: 0068, acc: 2.94, label: ApplyLipstick, predict: BrushingTeeth
id: 0069, acc: 2.90, label: ApplyLipstick, predict: BrushingTeeth
id: 0070, acc: 2.86, label: ApplyLipstick, predict: BrushingTeeth
id: 0071, acc: 2.82, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 2.78, label: ApplyLipstick, predict: HeadMassage
id: 0073, acc: 2.74, label: ApplyLipstick, predict: Basketball
id: 0074, acc: 2.70, label: ApplyLipstick, predict: BlowingCandles
id: 0075, acc: 2.67, label: ApplyLipstick, predict: Basketball
id: 0076, acc: 2.63, label: ApplyLipstick, predict: BrushingTeeth
id: 0077, acc: 2.60, label: Archery, predict: Hammering
id: 0078, acc: 2.56, label: Archery, predict: Hammering
