Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, epsilon=4, exp_name='clean_adv3', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/adv_train3/save_4.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/adv_train3/save_4.pth

2020-02-20 22:28:40.881752

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 16.67, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 28.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 37.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 44.44, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 40.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0011, acc: 45.45, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 53.85, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 57.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
