Namespace(arch='resnext-101', attack_iter=5, attack_type='roa', batch_size=32, bn_branch='clean', epsilon=255, exp_name='roa_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:18:16.717238

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Lunges
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0008, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
Namespace(arch='resnext-101', attack_iter=5, attack_type='roa', batch_size=32, bn_branch='clean', epsilon=255, exp_name='roa_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:18:46.036331

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Lunges
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0008, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0009, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0010, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0011, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0012, acc: 0.00, label: ApplyLipstick, predict: ApplyEyeMakeup
