Namespace(arch='resnext-101', attack_bn='clean', attack_iter=5, attack_type='roa', batch_size=32, epsilon=4, exp_name='roa_s5', framing_width=5, inf_bn='clean', input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/roa_train/save_5.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/roa_train/save_5.pth

2020-03-02 01:33:47.946458

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0002, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0003, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 90.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 84.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 86.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 88.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 84.21, label: ApplyEyeMakeup, predict: WallPushups
id: 0020, acc: 85.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 86.36, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 86.96, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 88.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 88.46, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 89.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 89.66, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 87.10, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0032, acc: 84.38, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0033, acc: 81.82, label: ApplyEyeMakeup, predict: HeadMassage
id: 0034, acc: 79.41, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0035, acc: 77.14, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0036, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 78.38, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 76.32, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0039, acc: 76.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 77.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 78.05, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
