Namespace(arch='resnext-101', attack_iter=30, batch_size=32, epsilon=16, exp_name='attack_16_20', input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video-classification-3d-cnn-pytorch/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, output='output.json', resnet_shortcut='B', resnext_cardinality=32, sample_duration=40, sample_size=112, sparsity=20, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video-classification-3d-cnn-pytorch/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-17 18:09:07.453211

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 25.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0006, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 28.57, label: ApplyEyeMakeup, predict: Drumming
id: 0008, acc: 25.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0009, acc: 22.22, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0010, acc: 20.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0011, acc: 18.18, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0012, acc: 16.67, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0013, acc: 15.38, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 14.29, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0015, acc: 13.33, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0016, acc: 12.50, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 11.76, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0018, acc: 11.11, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0019, acc: 10.53, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0020, acc: 10.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0021, acc: 9.52, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0022, acc: 9.09, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0023, acc: 8.70, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0024, acc: 8.33, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0025, acc: 8.00, label: ApplyEyeMakeup, predict: Skiing
id: 0026, acc: 7.69, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0027, acc: 7.41, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0028, acc: 7.14, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0029, acc: 6.90, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0030, acc: 6.67, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0031, acc: 6.45, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0032, acc: 6.25, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0033, acc: 6.06, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0034, acc: 5.88, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0035, acc: 5.71, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0036, acc: 5.56, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0037, acc: 5.41, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0038, acc: 5.26, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0039, acc: 5.13, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0040, acc: 5.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0041, acc: 4.88, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0042, acc: 7.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 6.98, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0044, acc: 6.82, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0045, acc: 6.67, label: ApplyLipstick, predict: BabyCrawling
id: 0046, acc: 6.52, label: ApplyLipstick, predict: BabyCrawling
id: 0047, acc: 6.38, label: ApplyLipstick, predict: BabyCrawling
id: 0048, acc: 6.25, label: ApplyLipstick, predict: BabyCrawling
id: 0049, acc: 6.12, label: ApplyLipstick, predict: BabyCrawling
id: 0050, acc: 6.00, label: ApplyLipstick, predict: MilitaryParade
id: 0051, acc: 5.88, label: ApplyLipstick, predict: MilitaryParade
id: 0052, acc: 5.77, label: ApplyLipstick, predict: MilitaryParade
id: 0053, acc: 5.66, label: ApplyLipstick, predict: MilitaryParade
id: 0054, acc: 5.56, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 5.45, label: ApplyLipstick, predict: BabyCrawling
id: 0056, acc: 5.36, label: ApplyLipstick, predict: MoppingFloor
id: 0057, acc: 5.26, label: ApplyLipstick, predict: MoppingFloor
id: 0058, acc: 5.17, label: ApplyLipstick, predict: MilitaryParade
id: 0059, acc: 5.08, label: ApplyLipstick, predict: MilitaryParade
id: 0060, acc: 5.00, label: ApplyLipstick, predict: MilitaryParade
id: 0061, acc: 4.92, label: ApplyLipstick, predict: MilitaryParade
id: 0062, acc: 4.84, label: ApplyLipstick, predict: MilitaryParade
id: 0063, acc: 4.76, label: ApplyLipstick, predict: MilitaryParade
id: 0064, acc: 4.69, label: ApplyLipstick, predict: MilitaryParade
id: 0065, acc: 4.62, label: ApplyLipstick, predict: PlayingDaf
id: 0066, acc: 4.55, label: ApplyLipstick, predict: PlayingDaf
id: 0067, acc: 4.48, label: ApplyLipstick, predict: MilitaryParade
id: 0068, acc: 4.41, label: ApplyLipstick, predict: MilitaryParade
id: 0069, acc: 4.35, label: ApplyLipstick, predict: MilitaryParade
id: 0070, acc: 4.29, label: ApplyLipstick, predict: BabyCrawling
id: 0071, acc: 4.23, label: ApplyLipstick, predict: BabyCrawling
id: 0072, acc: 4.17, label: ApplyLipstick, predict: BabyCrawling
id: 0073, acc: 4.11, label: ApplyLipstick, predict: PlayingDaf
id: 0074, acc: 4.05, label: ApplyLipstick, predict: PlayingDaf
id: 0075, acc: 4.00, label: ApplyLipstick, predict: PlayingDaf
id: 0076, acc: 3.95, label: ApplyLipstick, predict: BlowingCandles
id: 0077, acc: 3.90, label: Archery, predict: MilitaryParade
id: 0078, acc: 3.85, label: Archery, predict: HammerThrow
id: 0079, acc: 3.80, label: Archery, predict: MilitaryParade
id: 0080, acc: 3.75, label: Archery, predict: MilitaryParade
id: 0081, acc: 3.70, label: Archery, predict: JavelinThrow
id: 0082, acc: 3.66, label: Archery, predict: JavelinThrow
id: 0083, acc: 3.61, label: Archery, predict: HammerThrow
id: 0084, acc: 3.57, label: Archery, predict: Swing
id: 0085, acc: 3.53, label: Archery, predict: HulaHoop
id: 0086, acc: 3.49, label: Archery, predict: Swing
id: 0087, acc: 3.45, label: Archery, predict: BandMarching
id: 0088, acc: 3.41, label: Archery, predict: YoY
id: 0089, acc: 3.37, label: Archery, predict: Swing
id: 0090, acc: 3.33, label: Archery, predict: BandMarching
id: 0091, acc: 3.30, label: Archery, predict: GolfSwing
id: 0092, acc: 4.35, label: Archery, predict: Archery
id: 0093, acc: 4.30, label: Archery, predict: TaiChi
id: 0094, acc: 4.26, label: Archery, predict: MilitaryParade
id: 0095, acc: 5.26, label: Archery, predict: Archery
id: 0096, acc: 5.21, label: Archery, predict: Swing
id: 0097, acc: 5.15, label: Archery, predict: Swing
id: 0098, acc: 5.10, label: Archery, predict: YoY
id: 0099, acc: 5.05, label: Archery, predict: PoleVault
id: 0100, acc: 5.00, label: Archery, predict: BandMarching
id: 0101, acc: 4.95, label: Archery, predict: BabyCrawling
id: 0102, acc: 4.90, label: Archery, predict: MilitaryParade
id: 0103, acc: 4.85, label: Archery, predict: MilitaryParade
id: 0104, acc: 4.81, label: Archery, predict: Skiing
id: 0105, acc: 4.76, label: Archery, predict: Skiing
id: 0106, acc: 4.72, label: Archery, predict: StillRings
id: 0107, acc: 4.67, label: Archery, predict: MilitaryParade
id: 0108, acc: 4.63, label: Archery, predict: MilitaryParade
id: 0109, acc: 4.59, label: Archery, predict: RockClimbingIndoor
id: 0110, acc: 4.55, label: Archery, predict: RockClimbingIndoor
id: 0111, acc: 4.50, label: Archery, predict: YoY
id: 0112, acc: 4.46, label: Archery, predict: BandMarching
id: 0113, acc: 4.42, label: Archery, predict: BandMarching
id: 0114, acc: 4.39, label: Archery, predict: BandMarching
id: 0115, acc: 4.35, label: Archery, predict: BandMarching
id: 0116, acc: 4.31, label: Archery, predict: BandMarching
id: 0117, acc: 4.27, label: Archery, predict: BandMarching
id: 0118, acc: 5.08, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 5.88, label: BabyCrawling, predict: BabyCrawling
id: 0120, acc: 6.67, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 7.44, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 7.38, label: BabyCrawling, predict: MilitaryParade
id: 0123, acc: 7.32, label: BabyCrawling, predict: MilitaryParade
id: 0124, acc: 8.06, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 8.80, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 9.52, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 10.24, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 10.16, label: BabyCrawling, predict: MilitaryParade
id: 0129, acc: 10.08, label: BabyCrawling, predict: MoppingFloor
id: 0130, acc: 10.00, label: BabyCrawling, predict: Knitting
id: 0131, acc: 9.92, label: BabyCrawling, predict: PlayingDhol
id: 0132, acc: 10.61, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 11.28, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 11.94, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 11.85, label: BabyCrawling, predict: Swing
id: 0136, acc: 11.76, label: BabyCrawling, predict: PushUps
id: 0137, acc: 12.41, label: BabyCrawling, predict: BabyCrawling
id: 0138, acc: 13.04, label: BabyCrawling, predict: BabyCrawling
id: 0139, acc: 13.67, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 14.29, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 14.18, label: BabyCrawling, predict: BlowingCandles
id: 0142, acc: 14.08, label: BabyCrawling, predict: BlowingCandles
id: 0143, acc: 13.99, label: BabyCrawling, predict: MilitaryParade
id: 0144, acc: 13.89, label: BabyCrawling, predict: Swing
id: 0145, acc: 13.79, label: BabyCrawling, predict: MilitaryParade
id: 0146, acc: 14.38, label: BabyCrawling, predict: BabyCrawling
id: 0147, acc: 14.97, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 14.86, label: BabyCrawling, predict: PoleVault
id: 0149, acc: 14.77, label: BabyCrawling, predict: BlowingCandles
id: 0150, acc: 14.67, label: BabyCrawling, predict: MilitaryParade
id: 0151, acc: 15.23, label: BabyCrawling, predict: BabyCrawling
id: 0152, acc: 15.13, label: BabyCrawling, predict: Swing
id: 0153, acc: 15.03, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 14.94, label: BalanceBeam, predict: Swing
id: 0155, acc: 14.84, label: BalanceBeam, predict: Lunges
id: 0156, acc: 14.74, label: BalanceBeam, predict: StillRings
id: 0157, acc: 14.65, label: BalanceBeam, predict: UnevenBars
id: 0158, acc: 14.56, label: BalanceBeam, predict: UnevenBars
id: 0159, acc: 14.47, label: BalanceBeam, predict: StillRings
id: 0160, acc: 14.37, label: BalanceBeam, predict: MilitaryParade
id: 0161, acc: 14.29, label: BalanceBeam, predict: StillRings
id: 0162, acc: 14.20, label: BalanceBeam, predict: FloorGymnastics
id: 0163, acc: 14.11, label: BalanceBeam, predict: FloorGymnastics
id: 0164, acc: 14.02, label: BalanceBeam, predict: FloorGymnastics
id: 0165, acc: 13.94, label: BalanceBeam, predict: UnevenBars
id: 0166, acc: 13.86, label: BalanceBeam, predict: UnevenBars
id: 0167, acc: 13.77, label: BalanceBeam, predict: FloorGymnastics
id: 0168, acc: 13.69, label: BalanceBeam, predict: FloorGymnastics
id: 0169, acc: 13.61, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 13.53, label: BalanceBeam, predict: Fencing
id: 0171, acc: 13.45, label: BalanceBeam, predict: MilitaryParade
