Namespace(arch='resnext-101', attack_iter=5, attack_type='one', batch_size=32, epsilon=255, exp_name='one_mix', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/mix_clean_pgd_roa/save_5.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/mix_clean_pgd_roa/save_5.pth

2020-02-23 19:10:55.234109

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 42.86, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 55.56, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 50.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0011, acc: 45.45, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 41.67, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 46.15, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
