One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 14.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 30.00, label: ApplyEyeMakeup, predict: Haircut
id: 0011, acc: 27.27, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 23.08, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 21.43, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0016, acc: 18.75, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 23.53, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 22.22, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0019, acc: 21.05, label: ApplyEyeMakeup, predict: PlayingFlute
id: 0020, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0021, acc: 19.05, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0022, acc: 18.18, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0023, acc: 17.39, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0024, acc: 20.83, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 24.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 26.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
