ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 81.82, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 84.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 86.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 88.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 84.21, label: ApplyEyeMakeup, predict: WritingOnBoard
id: 0020, acc: 85.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 86.36, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 86.96, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 88.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 88.46, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 89.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 89.66, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
