One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: BasketballDunk
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: Drumming
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: FrontCrawl
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: BasketballDunk
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: GolfSwing
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: GolfSwing
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0025, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0034, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0035, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0036, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0037, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0038, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0039, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0040, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0041, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0042, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0043, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0044, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0045, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0046, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0047, acc: 0.00, label: ApplyLipstick, predict: GolfSwing
id: 0048, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0049, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0050, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0051, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0052, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0053, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0054, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
id: 0055, acc: 0.00, label: ApplyLipstick, predict: MilitaryParade
