PGD

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 28.57, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0008, acc: 25.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0009, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 30.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0011, acc: 27.27, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 23.08, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 21.43, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 26.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 29.41, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 31.58, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0020, acc: 35.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 38.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 40.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 43.48, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 45.83, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 48.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 51.85, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 53.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 55.17, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 56.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 58.06, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
