PGD

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0024, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0025, acc: 4.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 3.85, label: ApplyEyeMakeup, predict: Haircut
id: 0027, acc: 3.70, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0028, acc: 3.57, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0029, acc: 6.90, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 6.67, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0031, acc: 6.45, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0032, acc: 9.38, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 9.09, label: ApplyEyeMakeup, predict: PlayingDaf
