Clean

id: 0001, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0002, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0003, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 100.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 90.00, label: ApplyEyeMakeup, predict: Haircut
id: 0011, acc: 90.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 91.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 92.31, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 92.86, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 93.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 93.75, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 94.12, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 94.44, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 94.74, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 95.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 95.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 95.45, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 95.65, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 95.83, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 96.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 96.15, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 96.30, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 96.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 96.55, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 96.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 96.77, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 96.88, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 96.97, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 97.06, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 97.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 97.22, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 97.30, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 97.37, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 97.44, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 97.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 97.56, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 97.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 97.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0044, acc: 97.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0045, acc: 95.56, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 93.48, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0047, acc: 91.49, label: ApplyLipstick, predict: BlowDryHair
id: 0048, acc: 89.58, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 89.80, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 88.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0051, acc: 86.27, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0052, acc: 84.62, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0053, acc: 83.02, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0054, acc: 81.48, label: ApplyLipstick, predict: ShavingBeard
id: 0055, acc: 81.82, label: ApplyLipstick, predict: ApplyLipstick
id: 0056, acc: 80.36, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 78.95, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 79.31, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 77.97, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0060, acc: 78.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 78.69, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 79.03, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 77.78, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0064, acc: 76.56, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0065, acc: 75.38, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 74.24, label: ApplyLipstick, predict: ShavingBeard
id: 0067, acc: 73.13, label: ApplyLipstick, predict: ShavingBeard
id: 0068, acc: 73.53, label: ApplyLipstick, predict: ApplyLipstick
id: 0069, acc: 72.46, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 72.86, label: ApplyLipstick, predict: ApplyLipstick
