Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 70.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0011, acc: 72.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 76.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 78.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 81.25, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 82.35, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 78.95, label: ApplyEyeMakeup, predict: WritingOnBoard
id: 0020, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 80.95, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 81.82, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 82.61, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 84.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 84.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 85.19, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 86.21, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 86.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 87.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 87.88, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 88.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 88.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 86.49, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0038, acc: 86.84, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 84.62, label: ApplyEyeMakeup, predict: Haircut
id: 0040, acc: 85.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 85.37, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 83.72, label: ApplyEyeMakeup, predict: Knitting
id: 0044, acc: 81.82, label: ApplyEyeMakeup, predict: Knitting
id: 0045, acc: 80.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0046, acc: 78.26, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0047, acc: 76.60, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0048, acc: 75.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0049, acc: 75.51, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 74.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0051, acc: 72.55, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0052, acc: 73.08, label: ApplyLipstick, predict: ApplyLipstick
id: 0053, acc: 71.70, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0054, acc: 70.37, label: ApplyLipstick, predict: ShavingBeard
id: 0055, acc: 69.09, label: ApplyLipstick, predict: ShavingBeard
id: 0056, acc: 67.86, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0057, acc: 66.67, label: ApplyLipstick, predict: HeadMassage
id: 0058, acc: 67.24, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 67.80, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 68.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 68.85, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 69.35, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 68.25, label: ApplyLipstick, predict: BlowingCandles
id: 0064, acc: 67.19, label: ApplyLipstick, predict: BlowingCandles
id: 0065, acc: 66.15, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 65.15, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0067, acc: 64.18, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0068, acc: 63.24, label: ApplyLipstick, predict: BrushingTeeth
id: 0069, acc: 62.32, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 61.43, label: ApplyLipstick, predict: BrushingTeeth
id: 0071, acc: 60.56, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 61.11, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 61.64, label: ApplyLipstick, predict: ApplyLipstick
id: 0074, acc: 60.81, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0075, acc: 60.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0076, acc: 59.21, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0077, acc: 58.44, label: Archery, predict: Hammering
id: 0078, acc: 57.69, label: Archery, predict: MoppingFloor
id: 0079, acc: 58.23, label: Archery, predict: Archery
id: 0080, acc: 58.75, label: Archery, predict: Archery
id: 0081, acc: 58.02, label: Archery, predict: CuttingInKitchen
id: 0082, acc: 57.32, label: Archery, predict: FrontCrawl
id: 0083, acc: 56.63, label: Archery, predict: Hammering
id: 0084, acc: 55.95, label: Archery, predict: BenchPress
id: 0085, acc: 55.29, label: Archery, predict: BenchPress
id: 0086, acc: 54.65, label: Archery, predict: BenchPress
id: 0087, acc: 54.02, label: Archery, predict: BenchPress
id: 0088, acc: 53.41, label: Archery, predict: BenchPress
id: 0089, acc: 52.81, label: Archery, predict: BenchPress
id: 0090, acc: 52.22, label: Archery, predict: BenchPress
id: 0091, acc: 51.65, label: Archery, predict: GolfSwing
id: 0092, acc: 52.17, label: Archery, predict: Archery
id: 0093, acc: 51.61, label: Archery, predict: CliffDiving
id: 0094, acc: 51.06, label: Archery, predict: CliffDiving
id: 0095, acc: 51.58, label: Archery, predict: Archery
id: 0096, acc: 52.08, label: Archery, predict: Archery
id: 0097, acc: 52.58, label: Archery, predict: Archery
id: 0098, acc: 53.06, label: Archery, predict: Archery
id: 0099, acc: 53.54, label: Archery, predict: Archery
id: 0100, acc: 54.00, label: Archery, predict: Archery
id: 0101, acc: 53.47, label: Archery, predict: ApplyEyeMakeup
id: 0102, acc: 52.94, label: Archery, predict: JugglingBalls
id: 0103, acc: 52.43, label: Archery, predict: JugglingBalls
id: 0104, acc: 51.92, label: Archery, predict: CliffDiving
id: 0105, acc: 51.43, label: Archery, predict: Skiing
id: 0106, acc: 50.94, label: Archery, predict: Drumming
id: 0107, acc: 50.47, label: Archery, predict: JugglingBalls
id: 0108, acc: 50.00, label: Archery, predict: Drumming
id: 0109, acc: 49.54, label: Archery, predict: CliffDiving
id: 0110, acc: 49.09, label: Archery, predict: JugglingBalls
id: 0111, acc: 48.65, label: Archery, predict: Drumming
id: 0112, acc: 49.11, label: Archery, predict: Archery
id: 0113, acc: 49.56, label: Archery, predict: Archery
id: 0114, acc: 49.12, label: Archery, predict: RopeClimbing
id: 0115, acc: 48.70, label: Archery, predict: Hammering
id: 0116, acc: 48.28, label: Archery, predict: RopeClimbing
id: 0117, acc: 47.86, label: Archery, predict: PushUps
id: 0118, acc: 48.31, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 48.74, label: BabyCrawling, predict: BabyCrawling
id: 0120, acc: 49.17, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 48.76, label: BabyCrawling, predict: PushUps
id: 0122, acc: 49.18, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 49.59, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 49.19, label: BabyCrawling, predict: PushUps
id: 0125, acc: 49.60, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 49.61, label: BabyCrawling, predict: PushUps
id: 0128, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0129, acc: 49.61, label: BabyCrawling, predict: Rafting
id: 0130, acc: 49.23, label: BabyCrawling, predict: RockClimbingIndoor
id: 0131, acc: 49.62, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 49.24, label: BabyCrawling, predict: PushUps
id: 0133, acc: 49.62, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 50.37, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 50.74, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 50.36, label: BabyCrawling, predict: PushUps
id: 0138, acc: 50.00, label: BabyCrawling, predict: PushUps
id: 0139, acc: 49.64, label: BabyCrawling, predict: PushUps
id: 0140, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 49.65, label: BabyCrawling, predict: HandstandPushups
id: 0142, acc: 49.30, label: BabyCrawling, predict: Bowling
id: 0143, acc: 48.95, label: BabyCrawling, predict: FrontCrawl
id: 0144, acc: 48.61, label: BabyCrawling, predict: ShavingBeard
id: 0145, acc: 48.28, label: BabyCrawling, predict: JugglingBalls
id: 0146, acc: 47.95, label: BabyCrawling, predict: PlayingDaf
id: 0147, acc: 48.30, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 48.65, label: BabyCrawling, predict: BabyCrawling
id: 0149, acc: 48.99, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 49.33, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 49.67, label: BabyCrawling, predict: BabyCrawling
id: 0152, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 49.67, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 49.35, label: BalanceBeam, predict: ParallelBars
id: 0155, acc: 49.68, label: BalanceBeam, predict: BalanceBeam
id: 0156, acc: 50.00, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 50.32, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 50.63, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 50.94, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 51.25, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 50.93, label: BalanceBeam, predict: Skiing
id: 0162, acc: 50.62, label: BalanceBeam, predict: UnevenBars
id: 0163, acc: 50.31, label: BalanceBeam, predict: UnevenBars
id: 0164, acc: 50.61, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 50.91, label: BalanceBeam, predict: BalanceBeam
