Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Bowling
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Bowling
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: Bowling
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0018, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0019, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0020, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0021, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0022, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0023, acc: 0.00, label: ApplyEyeMakeup, predict: HulaHoop
id: 0024, acc: 4.17, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 4.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0026, acc: 3.85, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0027, acc: 3.70, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0028, acc: 7.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 6.90, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0030, acc: 6.67, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0031, acc: 6.45, label: ApplyEyeMakeup, predict: HulaHoop
id: 0032, acc: 6.25, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0033, acc: 6.06, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0034, acc: 5.88, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0035, acc: 5.71, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0036, acc: 5.56, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0037, acc: 5.41, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0038, acc: 5.26, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0039, acc: 5.13, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0040, acc: 5.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0041, acc: 4.88, label: ApplyEyeMakeup, predict: HulaHoop
id: 0042, acc: 4.76, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0043, acc: 4.65, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0044, acc: 4.55, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0045, acc: 4.44, label: ApplyLipstick, predict: BlowingCandles
id: 0046, acc: 4.35, label: ApplyLipstick, predict: BlowingCandles
id: 0047, acc: 4.26, label: ApplyLipstick, predict: BlowingCandles
id: 0048, acc: 4.17, label: ApplyLipstick, predict: BlowingCandles
id: 0049, acc: 4.08, label: ApplyLipstick, predict: BlowingCandles
id: 0050, acc: 4.00, label: ApplyLipstick, predict: BlowingCandles
id: 0051, acc: 3.92, label: ApplyLipstick, predict: BlowingCandles
id: 0052, acc: 3.85, label: ApplyLipstick, predict: BlowingCandles
id: 0053, acc: 3.77, label: ApplyLipstick, predict: BlowingCandles
id: 0054, acc: 3.70, label: ApplyLipstick, predict: BlowingCandles
id: 0055, acc: 3.64, label: ApplyLipstick, predict: BlowingCandles
id: 0056, acc: 3.57, label: ApplyLipstick, predict: BlowingCandles
id: 0057, acc: 3.51, label: ApplyLipstick, predict: BlowingCandles
id: 0058, acc: 3.45, label: ApplyLipstick, predict: BlowingCandles
id: 0059, acc: 3.39, label: ApplyLipstick, predict: HulaHoop
id: 0060, acc: 3.33, label: ApplyLipstick, predict: BlowingCandles
id: 0061, acc: 3.28, label: ApplyLipstick, predict: HulaHoop
id: 0062, acc: 3.23, label: ApplyLipstick, predict: BlowingCandles
id: 0063, acc: 3.17, label: ApplyLipstick, predict: BlowingCandles
id: 0064, acc: 3.12, label: ApplyLipstick, predict: BlowingCandles
id: 0065, acc: 3.08, label: ApplyLipstick, predict: BlowingCandles
id: 0066, acc: 3.03, label: ApplyLipstick, predict: BlowingCandles
id: 0067, acc: 2.99, label: ApplyLipstick, predict: BlowingCandles
id: 0068, acc: 2.94, label: ApplyLipstick, predict: BlowingCandles
id: 0069, acc: 2.90, label: ApplyLipstick, predict: BlowingCandles
