Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: CuttingInKitchen
id: 0001, acc: 0.00, label: , predict: BlowingCandles
id: 0001, acc: 0.00, label: , predict: Haircut
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0002, acc: 0.00, label: , predict: Haircut
id: 0002, acc: 0.00, label: , predict: Haircut
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0003, acc: 0.00, label: , predict: BandMarching
id: 0003, acc: 33.33, label: , predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 0.00, label: , predict: Haircut
id: 0004, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 0.00, label: , predict: HeadMassage
id: 0005, acc: 60.00, label: , predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 0.00, label: , predict: Haircut
id: 0006, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 0.00, label: , predict: MilitaryParade
id: 0007, acc: 71.43, label: , predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 0.00, label: , predict: BandMarching
id: 0008, acc: 75.00, label: , predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 0.00, label: , predict: Haircut
id: 0009, acc: 77.78, label: , predict: ApplyEyeMakeup
id: 0010, acc: 70.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0010, acc: 0.00, label: , predict: BandMarching
id: 0010, acc: 70.00, label: , predict: BlowDryHair
id: 0011, acc: 72.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0011, acc: 0.00, label: , predict: HeadMassage
id: 0011, acc: 72.73, label: , predict: ApplyEyeMakeup
id: 0012, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 0.00, label: , predict: HeadMassage
id: 0012, acc: 75.00, label: , predict: ApplyEyeMakeup
id: 0013, acc: 76.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 0.00, label: , predict: BrushingTeeth
id: 0013, acc: 76.92, label: , predict: ApplyEyeMakeup
id: 0014, acc: 78.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 7.14, label: , predict: ApplyEyeMakeup
id: 0014, acc: 78.57, label: , predict: ApplyEyeMakeup
id: 0015, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 13.33, label: , predict: ApplyEyeMakeup
id: 0015, acc: 80.00, label: , predict: ApplyEyeMakeup
id: 0016, acc: 75.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0016, acc: 12.50, label: , predict: BrushingTeeth
id: 0016, acc: 81.25, label: , predict: ApplyEyeMakeup
id: 0017, acc: 76.47, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 17.65, label: , predict: ApplyEyeMakeup
id: 0017, acc: 82.35, label: , predict: ApplyEyeMakeup
id: 0018, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 22.22, label: , predict: ApplyEyeMakeup
id: 0018, acc: 83.33, label: , predict: ApplyEyeMakeup
id: 0019, acc: 73.68, label: ApplyEyeMakeup, predict: WritingOnBoard
id: 0019, acc: 21.05, label: , predict: HeadMassage
id: 0019, acc: 78.95, label: , predict: WritingOnBoard
id: 0020, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 25.00, label: , predict: ApplyEyeMakeup
id: 0020, acc: 80.00, label: , predict: ApplyEyeMakeup
id: 0021, acc: 76.19, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 23.81, label: , predict: CricketBowling
id: 0021, acc: 80.95, label: , predict: ApplyEyeMakeup
id: 0022, acc: 77.27, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 22.73, label: , predict: BandMarching
id: 0022, acc: 81.82, label: , predict: ApplyEyeMakeup
id: 0023, acc: 78.26, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 21.74, label: , predict: PullUps
id: 0023, acc: 82.61, label: , predict: ApplyEyeMakeup
id: 0024, acc: 79.17, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 25.00, label: , predict: ApplyEyeMakeup
id: 0024, acc: 83.33, label: , predict: ApplyEyeMakeup
id: 0025, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 24.00, label: , predict: HeadMassage
id: 0025, acc: 84.00, label: , predict: ApplyEyeMakeup
id: 0026, acc: 80.77, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 23.08, label: , predict: Haircut
id: 0026, acc: 84.62, label: , predict: ApplyEyeMakeup
id: 0027, acc: 81.48, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 22.22, label: , predict: BandMarching
id: 0027, acc: 85.19, label: , predict: ApplyEyeMakeup
id: 0028, acc: 82.14, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 25.00, label: , predict: ApplyEyeMakeup
id: 0028, acc: 85.71, label: , predict: ApplyEyeMakeup
id: 0029, acc: 82.76, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 24.14, label: , predict: BandMarching
id: 0029, acc: 86.21, label: , predict: ApplyEyeMakeup
id: 0030, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 23.33, label: , predict: BandMarching
id: 0030, acc: 86.67, label: , predict: ApplyEyeMakeup
id: 0031, acc: 83.87, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 25.81, label: , predict: ApplyEyeMakeup
id: 0031, acc: 87.10, label: , predict: ApplyEyeMakeup
id: 0032, acc: 84.38, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 28.12, label: , predict: ApplyEyeMakeup
id: 0032, acc: 87.50, label: , predict: ApplyEyeMakeup
id: 0033, acc: 84.85, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 27.27, label: , predict: HeadMassage
id: 0033, acc: 87.88, label: , predict: ApplyEyeMakeup
id: 0034, acc: 85.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 26.47, label: , predict: HeadMassage
id: 0034, acc: 88.24, label: , predict: ApplyEyeMakeup
id: 0035, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 28.57, label: , predict: ApplyEyeMakeup
id: 0035, acc: 88.57, label: , predict: ApplyEyeMakeup
id: 0036, acc: 86.11, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 27.78, label: , predict: HeadMassage
id: 0036, acc: 88.89, label: , predict: ApplyEyeMakeup
id: 0037, acc: 86.49, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 27.03, label: , predict: HeadMassage
id: 0037, acc: 89.19, label: , predict: ApplyEyeMakeup
id: 0038, acc: 86.84, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 26.32, label: , predict: BandMarching
id: 0038, acc: 89.47, label: , predict: ApplyEyeMakeup
id: 0039, acc: 87.18, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 25.64, label: , predict: Haircut
id: 0039, acc: 89.74, label: , predict: ApplyEyeMakeup
id: 0040, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 27.50, label: , predict: ApplyEyeMakeup
id: 0040, acc: 90.00, label: , predict: ApplyEyeMakeup
id: 0041, acc: 87.80, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 29.27, label: , predict: ApplyEyeMakeup
id: 0041, acc: 90.24, label: , predict: ApplyEyeMakeup
id: 0042, acc: 88.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 28.57, label: , predict: ApplyLipstick
id: 0042, acc: 90.48, label: , predict: ApplyEyeMakeup
id: 0043, acc: 88.37, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 27.91, label: , predict: Haircut
id: 0043, acc: 90.70, label: , predict: ApplyEyeMakeup
id: 0044, acc: 88.64, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0044, acc: 27.27, label: , predict: Haircut
id: 0044, acc: 90.91, label: , predict: ApplyEyeMakeup
id: 0045, acc: 86.67, label: ApplyLipstick, predict: ShavingBeard
id: 0045, acc: 26.67, label: , predict: BlowDryHair
id: 0045, acc: 88.89, label: , predict: ShavingBeard
id: 0046, acc: 84.78, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 26.09, label: , predict: BlowDryHair
id: 0046, acc: 86.96, label: , predict: ShavingBeard
id: 0047, acc: 82.98, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 25.53, label: , predict: BlowDryHair
