PGD

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0010, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0011, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0012, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0013, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0014, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0015, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0016, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0017, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0018, acc: 5.56, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 5.26, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0020, acc: 10.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 9.52, label: ApplyEyeMakeup, predict: WallPushups
id: 0022, acc: 9.09, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0023, acc: 8.70, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0024, acc: 8.33, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0025, acc: 8.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0026, acc: 7.69, label: ApplyEyeMakeup, predict: WallPushups
id: 0027, acc: 7.41, label: ApplyEyeMakeup, predict: SalsaSpin
id: 0028, acc: 7.14, label: ApplyEyeMakeup, predict: Typing
id: 0029, acc: 10.34, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 10.00, label: ApplyEyeMakeup, predict: Typing
id: 0031, acc: 12.90, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 15.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 15.15, label: ApplyEyeMakeup, predict: PlayingDaf
id: 0034, acc: 14.71, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0035, acc: 14.29, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0036, acc: 13.89, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0037, acc: 13.51, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0038, acc: 13.16, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0039, acc: 12.82, label: ApplyEyeMakeup, predict: Haircut
id: 0040, acc: 12.50, label: ApplyEyeMakeup, predict: Typing
id: 0041, acc: 12.20, label: ApplyEyeMakeup, predict: Mixing
id: 0042, acc: 14.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 13.95, label: ApplyEyeMakeup, predict: Haircut
id: 0044, acc: 13.64, label: ApplyEyeMakeup, predict: Haircut
id: 0045, acc: 13.33, label: ApplyLipstick, predict: Typing
id: 0046, acc: 13.04, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 12.77, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0048, acc: 12.50, label: ApplyLipstick, predict: Typing
id: 0049, acc: 12.24, label: ApplyLipstick, predict: BrushingTeeth
