One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PlayingSitar
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Drumming
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: Typing
id: 0006, acc: 16.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 14.29, label: ApplyEyeMakeup, predict: CliffDiving
id: 0008, acc: 12.50, label: ApplyEyeMakeup, predict: CliffDiving
id: 0009, acc: 11.11, label: ApplyEyeMakeup, predict: CliffDiving
id: 0010, acc: 10.00, label: ApplyEyeMakeup, predict: BodyWeightSquats
id: 0011, acc: 9.09, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0012, acc: 8.33, label: ApplyEyeMakeup, predict: CliffDiving
id: 0013, acc: 7.69, label: ApplyEyeMakeup, predict: CliffDiving
id: 0014, acc: 7.14, label: ApplyEyeMakeup, predict: CliffDiving
id: 0015, acc: 6.67, label: ApplyEyeMakeup, predict: CliffDiving
id: 0016, acc: 6.25, label: ApplyEyeMakeup, predict: CliffDiving
id: 0017, acc: 5.88, label: ApplyEyeMakeup, predict: RopeClimbing
id: 0018, acc: 11.11, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 10.53, label: ApplyEyeMakeup, predict: BodyWeightSquats
id: 0020, acc: 10.00, label: ApplyEyeMakeup, predict: CliffDiving
id: 0021, acc: 9.52, label: ApplyEyeMakeup, predict: CliffDiving
id: 0022, acc: 9.09, label: ApplyEyeMakeup, predict: CliffDiving
id: 0023, acc: 8.70, label: ApplyEyeMakeup, predict: CliffDiving
id: 0024, acc: 8.33, label: ApplyEyeMakeup, predict: HulaHoop
id: 0025, acc: 8.00, label: ApplyEyeMakeup, predict: Haircut
id: 0026, acc: 7.69, label: ApplyEyeMakeup, predict: Haircut
id: 0027, acc: 7.41, label: ApplyEyeMakeup, predict: HulaHoop
id: 0028, acc: 7.14, label: ApplyEyeMakeup, predict: Typing
id: 0029, acc: 6.90, label: ApplyEyeMakeup, predict: Haircut
id: 0030, acc: 6.67, label: ApplyEyeMakeup, predict: Haircut
id: 0031, acc: 9.68, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 9.38, label: ApplyEyeMakeup, predict: CliffDiving
id: 0033, acc: 9.09, label: ApplyEyeMakeup, predict: Skiing
id: 0034, acc: 8.82, label: ApplyEyeMakeup, predict: Skiing
id: 0035, acc: 8.57, label: ApplyEyeMakeup, predict: CliffDiving
id: 0036, acc: 8.33, label: ApplyEyeMakeup, predict: CliffDiving
id: 0037, acc: 8.11, label: ApplyEyeMakeup, predict: CliffDiving
id: 0038, acc: 7.89, label: ApplyEyeMakeup, predict: CliffDiving
id: 0039, acc: 7.69, label: ApplyEyeMakeup, predict: CliffDiving
id: 0040, acc: 7.50, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0041, acc: 7.32, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0042, acc: 7.14, label: ApplyEyeMakeup, predict: CliffDiving
id: 0043, acc: 6.98, label: ApplyEyeMakeup, predict: CliffDiving
id: 0044, acc: 6.82, label: ApplyEyeMakeup, predict: CliffDiving
id: 0045, acc: 6.67, label: ApplyLipstick, predict: Haircut
id: 0046, acc: 6.52, label: ApplyLipstick, predict: Haircut
id: 0047, acc: 6.38, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 6.25, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 6.12, label: ApplyLipstick, predict: ShavingBeard
id: 0050, acc: 6.00, label: ApplyLipstick, predict: CliffDiving
id: 0051, acc: 5.88, label: ApplyLipstick, predict: CliffDiving
id: 0052, acc: 5.77, label: ApplyLipstick, predict: CliffDiving
id: 0053, acc: 5.66, label: ApplyLipstick, predict: CliffDiving
id: 0054, acc: 5.56, label: ApplyLipstick, predict: PullUps
id: 0055, acc: 5.45, label: ApplyLipstick, predict: PullUps
id: 0056, acc: 5.36, label: ApplyLipstick, predict: PullUps
id: 0057, acc: 5.26, label: ApplyLipstick, predict: PullUps
id: 0058, acc: 5.17, label: ApplyLipstick, predict: PullUps
id: 0059, acc: 5.08, label: ApplyLipstick, predict: CliffDiving
id: 0060, acc: 5.00, label: ApplyLipstick, predict: CliffDiving
id: 0061, acc: 4.92, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0062, acc: 4.84, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0063, acc: 4.76, label: ApplyLipstick, predict: Typing
id: 0064, acc: 4.69, label: ApplyLipstick, predict: Haircut
id: 0065, acc: 4.62, label: ApplyLipstick, predict: Haircut
id: 0066, acc: 4.55, label: ApplyLipstick, predict: Haircut
id: 0067, acc: 4.48, label: ApplyLipstick, predict: Haircut
id: 0068, acc: 4.41, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0069, acc: 4.35, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 4.29, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0071, acc: 4.23, label: ApplyLipstick, predict: ShavingBeard
id: 0072, acc: 4.17, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0073, acc: 4.11, label: ApplyLipstick, predict: CliffDiving
id: 0074, acc: 4.05, label: ApplyLipstick, predict: BlowingCandles
id: 0075, acc: 4.00, label: ApplyLipstick, predict: CliffDiving
id: 0076, acc: 3.95, label: ApplyLipstick, predict: BlowingCandles
id: 0077, acc: 3.90, label: Archery, predict: RockClimbingIndoor
id: 0078, acc: 3.85, label: Archery, predict: ThrowDiscus
id: 0079, acc: 3.80, label: Archery, predict: ThrowDiscus
id: 0080, acc: 3.75, label: Archery, predict: ThrowDiscus
id: 0081, acc: 3.70, label: Archery, predict: HammerThrow
